Flood?,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Avg Temp
0,88,2.7,6.3,4.507692308,31.45
0,84,2.2,4.2,5.969230769,31.05
0,76,1.7,2,7.030769231,29.45
0,70,2.3,1.1,7.069230769,26.6
0,72,2.7,1.5,7.092307692,21.4
0,73,3.5,1.7,7.680769231,23.45
0,74,4.1,2.3,7.615384615,29.4
0,78,3.1,2.5,7.730769231,31.4
0,80,3.8,3.6,6.384615385,32.65
1,85,4.3,5.9,3.807692308,30.85
0,88,3.8,6.2,3.580769231,31.95
1,87,4,6.7,4.111538462,31.55
1,86,2.3,5.7,4.507692308,29.1
0,84,1,3.6,5.969230769,28.35
0,79,0.8,2.2,7.030769231,25.65
0,75,0.8,0.9,7.069230769,21.55
0,62,2,1.1,7.092307692,22
0,64,1.8,1.9,7.680769231,23.9
0,69,2.4,2.4,7.615384615,28.55
0,76,4.3,5.3,6.384615385,31.7
1,83,3.2,6.1,3.807692308,29.25
1,88,2.9,6.6,3.580769231,28.75
1,88,2.5,6.1,4.111538462,29.5
0,84,1.9,5.7,4.507692308,29.5
0,81,1.1,3.9,5.969230769,29.2
0,68,1.1,1.2,7.030769231,26.8
0,65,1.1,1.6,7.069230769,21.95
0,66,1.9,1.5,7.092307692,21.15
0,65,1.6,1.8,7.680769231,24.3
0,68,1.4,3.6,7.615384615,26.9
0,78,2.6,4.5,7.730769231,27.85
0,80,1.4,5.4,6.384615385,28.75
1,84,1.7,6.3,3.807692308,30
1,89,1.5,6.8,3.580769231,28.5
1,86,1.7,5.9,4.111538462,29.5
0,85,0.8,5.6,4.507692308,29.7
0,75,0.4,2.6,5.969230769,28.7
0,69,0.8,1.6,7.030769231,25.8
0,67,1.1,2.3,7.069230769,20.95
0,63,0.6,0.5,7.092307692,21.95
0,70,0.8,2.1,7.680769231,24.05
0,64,0.9,2.3,7.615384615,27.15
0,74,3.7,4.7,7.730769231,28.45
0,72,3.2,3.5,6.384615385,31.85
1,85,3.5,6.4,3.807692308,29.9
1,84,3.4,6.2,3.580769231,30.05
1,89,3.1,6.4,4.111538462,28.25
0,83,2.2,5,4.507692308,29.95
0,78,0.6,2.1,5.969230769,29.1
0,73,1,1.7,7.030769231,25.9
0,76,0.8,0.9,7.069230769,21.45
0,67,1.1,1.7,7.092307692,20.85
0,69,1.3,2.3,7.680769231,24.05
0,76,2.6,3.2,7.615384615,27.8
0,72,2.4,3.5,7.730769231,29.75
0,77,2.3,4.5,6.384615385,30.1
1,85,2.5,6.3,3.807692308,30.2
1,88,3.1,6.5,3.580769231,28.45
1,88,2.6,6.1,4.111538462,28.85
0,86,3,5.4,4.507692308,29.55
0,84,1.4,4.1,5.969230769,28.6
0,77,0.9,2.5,7.030769231,26.9
0,73,0.5,1.3,7.069230769,21.45
0,71,0.6,1.5,7.092307692,20.65
0,64,1,1.9,7.680769231,24.2
0,72,1.3,1.5,7.615384615,28.85
0,76,3.4,3.8,7.730769231,30.25
0,86,4.3,6.7,3.807692308,31.2
1,87,3.3,6.5,3.580769231,28.8
0,90,2.5,6.7,4.111538462,29.7
0,83,1.7,4.5,4.507692308,30.2
0,85,0.9,4.2,5.969230769,29.55
0,78,0.3,0.7,7.030769231,24.7
0,70,0.3,1.4,7.069230769,22.5
0,74,0.2,1.6,7.092307692,22.35
0,75,0.5,1.2,7.680769231,23.3
0,81,1.9,2.9,7.615384615,28.95
0,77,2.3,3.8,7.730769231,31.7
0,83,2.2,4.6,6.384615385,29.7
0,87,1.9,6.2,3.807692308,30.75
0,88,2.1,6.5,3.580769231,28.25
0,87,2.1,5.8,4.111538462,29.25
0,88,1.6,5.5,4.507692308,28.55
0,83,0.7,2.6,5.969230769,28.45
0,79,0.5,2,7.030769231,25.6
0,78,0.1,0.6,7.069230769,22.9
0,79,0.4,1.4,7.092307692,21.95
0,74,0.5,0.8,7.680769231,24.1
0,78,1.1,0.9,7.615384615,28.95
0,85,1.7,3.9,7.730769231,29.05
0,86,1.2,4,6.384615385,30.5
0,90,1.4,5.9,3.807692308,30.6
1,89,1.5,6.5,3.580769231,29.3
0,86,1.2,6,4.111538462,29.25
1,90,1.3,6.1,4.507692308,29.4
0,90,0.7,2.8,5.969230769,28.3
0,89,0.3,2.5,7.030769231,26.85
0,90,0.5,1,7.069230769,22.7
0,88,0.6,0.7,7.092307692,21.15
0,87,0.5,1.2,7.680769231,25.1
0,88,1.5,2.4,7.615384615,28.3
0,90,2.4,4.2,7.730769231,30.35
0,83,1.2,3.1,6.384615385,30.6
1,88,2.1,5.9,3.807692308,30.4
1,91,2.3,7.2,3.580769231,29.65
1,88,1.5,6.1,4.111538462,30.15
0,89,1,5.3,4.507692308,30.05
0,90,0.4,2.3,5.969230769,29.4
0,92,0.6,2.7,7.030769231,26.45
0,91,0.6,0.8,7.069230769,22.6
0,90,0.6,0.4,7.1,21.35
0,82,0.7,1.4,7.5,24.1
0,86,1.3,2.8,7.5,28.35
0,83,2.3,3.8,7.1,30.4
0,82,3.5,5.7,6.1,30.4
0,85,3.1,6.1,3.8,29.15
1,90,2.6,6.9,3.4,29.05
1,88,1.8,7,2.9,29.1
0,87,1.4,5.5,5,29.95
0,83,0.9,3.5,5.6,28.65
0,78,1.3,2.5,7,26.5
0,78,0.7,0.6,7.3,23.75
0,71,0.7,0.3,7.6,20.1
0,75,1.1,1.1,8.1,23.8
0,72,1.1,1.9,7.7,28.75
0,79,3.6,4.4,7.5,30.3
0,81,2.9,4.5,7.3,30.5
0,84,2.2,5.9,4.4,30.45
1,87,3,6.4,4,28.95
0,86,2.8,6,5.4,29.1
1,88,1.3,5.8,4,29.1
1,89,1.7,5,3.5,29.15
0,78,0.7,0.9,8.1,25.35
0,77,0.8,0.8,7.6,21.85
0,78,0.8,0.4,7.1,21.45
0,81,1.1,2.9,6,25.1
0,81,1.7,4,5.8,26.1
0,80,3.2,4.1,6.9,28.8
0,81,1.4,4.8,5.7,30.3
0,86,2.3,6.5,2.7,30.2
1,89,2.2,6.8,1.8,28.9
0,85,2.3,5.2,5.7,30.2
1,86,1.6,5.7,4.5,29.2
0,83,1.1,3.8,5.8,28.65
0,81,0.8,3.2,6,26.75
0,76,0.9,1.2,7,22.25
0,76,0.8,1.5,6.5,21.6
0,75,1,0.6,7.7,26
0,74,1.7,1.9,7.5,29.75
0,77,2.8,3.3,6.9,30.95
1,87,3.2,6.6,2.9,29.85
1,85,4.5,6.3,3.5,29.65
1,87,3.4,6.8,3.2,30.6
0,86,1.5,5.9,3.6,29.5
1,86,0.9,4,4.8,29.1
0,79,0.5,2.4,5.9,24.55
0,76,0.7,1.4,6.5,22.3
0,77,0.5,0.5,5.9,21.15
0,77,1.3,2,6.5,22.95
0,79,2.6,1.6,6.7,29.1
0,78,3.6,2.8,7.4,31.55
0,80,3.3,4.2,6.7,29.6
0,82,3.1,5.1,5,30.55
1,87,3.1,6.8,2.9,28.9
0,85,2.7,6,5.1,29.5
1,85,2.2,5,4.3,30.1
0,84,0.9,3.4,6.2,29.1
0,81,0.6,3,5.7,26.8
0,76,0.7,0.5,7.3,21
0,75,0.8,0.8,7,21.35
0,75,2,1.4,7.5,23.85
0,71,2,1.7,7.1,27.25
0,78,2.8,3.5,7.6,29.65
0,82,3.5,5,6,29.55
0,87,4.1,6.3,3.9,29
1,88,3.3,6.2,3.6,28.85
0,88,2.3,5.7,3.1,29.3
0,85,0.7,3.6,5.5,28.85
0,83,0.4,1.2,6.9,25.3
0,76,0.8,1.2,6.7,22.4
0,69,1.1,0.4,7.3,21.8
0,70,1,1.1,7.5,24
0,74,3,2.3,7.3,27.85
0,76,2.4,3.1,7.1,30.3
0,80,2.5,4.1,7.1,31.1
1,87,3.1,6.1,2.5,30.55
1,87,3.5,6.6,2.9,29.15
1,87,3.8,6.2,3.8,28.9
0,83,2.4,4.1,5.7,29.95
0,81,0.5,3.1,5.8,29.1
0,75,0.6,2.6,6.3,26.4
0,66,0.5,0.4,7.1,21.95
0,65,0.9,1.6,6.7,20.95
0,72,0.9,1.6,6.8,23.85
0,67,1.1,0.9,8,29
0,73,2.3,2.2,8.2,31.25
1,79,2.7,4.6,6,31.45
1,86,2.3,5.6,3.7,30.65
1,88,2.9,5.8,3.2,29.8
0,87,3.1,5.5,4.8,29.9
0,87,2.4,5.4,4.5,29.6
0,84,0.6,3.4,5.9,29.25
1,82,1.6,3.1,5.7,26.55
0,69,0.6,0.1,7.9,22.55
0,75,0.7,0.5,7.4,21.8
0,75,1.4,1.2,8.5,24.1
0,79,2.9,2.6,7.9,29.25
0,78,2.4,2.8,7.9,30.9
0,81,4,4.1,7.1,31
1,86,3.3,5,4.7,30.1
1,88,3.3,5.8,4,29.45
1,91,2.7,5.9,3.1,28.7
0,87,1.3,4.9,5.8,31.15
1,84,1,3,6.7,29.3
0,81,0.5,1.5,7.8,26.2
0,75,0.7,1.4,6.6,22.4
0,72,0.8,0.8,7.4,20.1
0,79,0.8,1.4,7.3,23.2
0,82,1.6,2.5,7.6,27.9
0,81,1.5,3.5,7.4,27.6
0,83,2.6,3.8,6.1,29.45
0,86,2.9,5.3,4.2,30.8
1,90,2.4,6.3,2.1,29.45
0,87,3.1,5.6,4.1,30.45
1,88,1.4,5.6,4.7,29.5
0,82,0.4,2.2,8.1,28.45
0,81,0.3,2.3,7.4,26.85
0,77,0.7,2,6.9,22.55
0,81,0.7,1.4,6,21.15
0,78,0.6,2,6.8,23.8
0,75,1.3,2.4,7.8,26.55
0,80,1.8,3.6,8,29.1
0,82,2.7,4.6,6.8,31.65
0,85,3.7,5.4,4.4,31.3
1,89,3,6.7,3.2,29.45
1,89,2.2,6.5,3.3,29.85
0,88,1.1,5,5.2,30.8
1,87,0.7,3.6,6.1,30.55
0,83,0.9,2.6,6.7,27.8
0,78,0.5,0.2,7.9,23.1
0,76,0.6,0.5,7.7,21.7
0,73,0.8,0.9,8.1,25.45
0,77,1.5,1,7.8,28.85
0,78,2.9,2.5,8.7,30.3
1,84,2.9,4.9,5.3,30.3
1,87,2.6,5.8,4.2,31.15
1,90,2.6,6.4,3.7,29.05
1,89,2.8,6.5,3.8,29.1
1,90,1.9,5.9,4.8,29.75
0,88,1.6,4.9,4.9,29
0,80,0.6,0.9,8.5,25.85
0,79,0.5,0.9,7.2,22.85
0,78,1,0.8,7.9,21.9
0,74,1,2.5,6.8,22.6
0,76,2.4,1.9,7.8,28.25
0,79,4.2,3.1,8.4,29.45
1,84,2.8,5.4,4.6,31.05
1,87,3,6.1,3.7,30
1,88,2.3,6,3.6,29.75
1,87,2.7,6.2,5,29.75
0,88,1.3,5.6,4.4,30.15
0,87,1,3.5,6,29.55
0,82,0.5,1,7.9,26.35
0,76,0.5,0.2,8.4,21.75
0,74,0.6,0.1,8.2,20.7
0,77,1,1,7.9,24.6
0,74,1.2,1.3,8.4,28.55
0,76,2.6,3.1,7.6,31.1
0,84,1.9,4.8,5.9,30.2
1,91,2.1,7.1,2.2,29.7
1,90,2.5,6.6,3.7,28.85
0,87,1.8,5.6,5.9,30.1
1,88,0.7,5.1,4.8,30.2
0,88,0.6,4.5,5.9,29.5
0,85,0.3,2.8,6.3,26.7
0,78,0.2,0.7,7.6,22.45
0,78,0.4,1.7,6.7,22.2
0,70,0.7,0.6,9.1,25.15
0,74,1.1,1.8,7.7,28.6
0,81,2.4,3.9,7.4,28.85
0,84,3,5.6,6.9,29.95
1,87,1.6,6.1,4.3,30.45
1,89,1.3,7.1,2.1,30.85
1,90,1.4,6.5,3.4,29.2
0,87,1,5.2,5.5,30.2
0,85,0.4,3,7.4,29.25
0,83,0.4,2.9,6.8,26.65
0,80,0.2,0.5,7.2,22.85
0,79,0.7,0.4,7.3,20.3
0,78,0.4,1.1,7.4,24.5
0,78,1.2,2.1,7.2,27.15
0,82,1.7,4.1,7.6,30.25
0,81,2,4.5,7.6,30.55
1,89,2.1,6.9,2.1,30.75
1,87,2.1,5.8,5.4,29.75
0,88,1.4,5.7,4.8,30
0,87,0.6,5.3,4.8,30
0,88,0.4,4.3,5.7,29.65
0,80,0.1,0.2,8.4,25.35
0,81,0.2,1.5,6.1,23.15
0,82,0.4,0.7,5.9,22.15
0,75,0.4,0.4,8.2,24.15
0,81,1.4,2.3,6.5,29
0,83,2.8,4.6,5,29.45
0,80,1.8,3.8,6.5,31.3
1,86,1.7,5.8,3.5,30.2
0,87,2.4,6.7,3.4,29.7
1,90,1.6,6.8,3.4,29.05
1,89,1.1,5.7,3.8,30
0,86,0.5,2.9,6.2,28.9
0,81,0,0.2,6.9,24
0,79,0.2,0.5,6.1,22.25
0,78,0.6,1.1,6.3,20.8
0,76,1,0.8,8,26
0,80,1.6,2.3,7.3,29.2
0,77,2.1,2.2,9,30.65
0,80,2.7,3.8,8,30.6
1,85,2.4,5.7,3.7,32.05
1,89,2.4,6,5.1,29.7
1,89,1.5,6.6,2.6,30.35
1,89,1.6,5.7,3.5,30.15
1,88,0.6,4.3,5,29.5
0,83,0.3,1,7.7,24.85
0,79,0.5,1.4,6.8,22.4
0,76,0.5,0.2,7.8,22.05
0,79,0.7,0.3,7.7,26.75
0,73,0.8,1.3,7.5,28.65
0,75,2.2,3.1,7.9,31.5
1,82,1.3,4.3,6.7,30.5
0,87,1.8,5.7,3.8,31.2
1,89,2.1,6.5,3,30.3
0,88,3.1,6.5,3.9,30.3
1,88,1.6,5.3,5.4,30.1
0,86,0.1,3.6,5.9,29.65
0,83,0.1,2.3,6.1,26.85
0,79,0.2,0.2,7.2,22.55
0,77,0.5,0.4,7.3,20.85
0,77,0.9,1.5,7.5,24.4
0,71,1.2,0.7,8.8,28.25
0,79,2.4,3.4,8,29.9
0,80,1.4,4.1,7.1,31.7
0,85,2.7,6.2,3.8,30.8
1,89,2.4,6.5,3.1,29.9
0,88,2,6.2,4.1,30
1,89,2.3,6.4,3.4,29.5
1,86,0.8,3.4,6.4,29.25
0,83,0.8,2.3,7.1,26.35
0,77,0.8,1.1,7.2,22.1
0,76,0.8,1.2,7.4,22.2
0,74,1.4,1.3,8.4,22.8
0,80,1.7,2.9,7.3,28.3
0,77,1.8,2.4,8.7,30.8
0,79,1.8,4.3,7,30.65
1,88,1.8,6.2,3.1,29.85
1,90,1.4,6.8,3.2,29.35
1,87,1.5,5.8,4.7,29.45
1,88,1,5.7,5.1,29.8
1,85,0.4,3.2,6.8,29
0,82,0.5,1.2,7.9,25.4
0,84,0.3,0.8,6.6,22.9
0,80,2.9,0.3,7.2,21.85
0,73,3.1,0.5,8.7,24.85
0,74,3,2.1,7.6,28.75
0,77,4.4,2.9,8.5,31.75
0,78,4.4,4.2,7.6,30.75
0,83,3.2,5.2,5.7,31
1,89,3.1,6.6,3.4,29.8
1,89,2.5,6.5,3.1,29.95
0,88,3,5.4,4.3,30.4
0,85,1.8,2.7,6.4,28.7
0,81,2.6,2,7.3,26.9
0,78,2.7,0.4,7.4,21.85
0,76,3.2,0.8,7.5,20.45
0,74,2.2,1.2,7.8,25.05
0,78,4.4,2.2,7.9,30.1
0,80,4.4,5,6.6,31.4
1,87,4.3,6.2,3.8,30.75
0,86,4.4,6.1,4.9,30.65
0,85,3.5,5.7,5.4,30.5
0,86,3.7,5.1,5.4,30.4
1,86,2.1,4,6.2,30.95
0,83,1.9,1.3,7.3,26.95
0,78,2.6,1.4,6.6,22.85
0,76,2.8,0.4,7.5,20.75
0,72,3.3,0.9,8,23.6
0,78,3.5,3.1,7.8,29.8
1,86,4.2,6.1,4.8,30.25
1,90,3.4,6.8,2.7,30.8
0,89,4,6,2.4,31.05
0,83,1.8,2.7,6.8,30.2
0,81,1.7,0.4,7.7,25.9
0,80,3.1,0.8,6.2,22.75
0,76,4.4,1.5,6.4,21.9
0,67,3.3,0.2,8.2,25.6
0,77,3.8,3,7,31.9
1,89,4.3,6.8,3.3,29.75
0,88,3.7,6,4.9,30.3
1,89,2.6,5.6,4.6,30.5
0,84,2,2.9,7,29.15
0,80,2.3,2.4,5.8,26.9
0,81,2.7,0.6,7,21.25
0,72,2.7,0.3,7.3,21.25
0,66,3.6,1.4,7.7,24.6
0,73,3.9,1.2,8.6,28.5
0,77,0,3.3,8.2,30.4
0,85,4.4,5.5,5,30.9
1,87,3.9,5.8,4.2,30
1,88,2.6,5.4,4.6,30.4
1,88,2.9,4.8,4.6,29.4
0,79,2.4,1.3,7.6,25.4
0,78,2.1,0.8,7.4,22.4
0,67,0.7,1.8,7.36,21.2
0,68,0.798148148,2.1,8.033333333,24.85
0,63,1.305555556,1.9,8.276666667,28.7
0,72,1.938888889,2.5,8.533333333,30.65
0,76,1.914814815,4.3,7.506666667,30.5
0,82,1.72037037,3.1,4.546666667,30.7
0,86,1.596296296,3.4,3.89,29.6
0,83,1.583333333,2.9,4.363333333,29.35
0,85,1.107407407,3.2,4.906666667,29.6
0,76,0.661111111,2.2,6.9,30.4
0,73,0.492592593,3.3,7.656666667,25.6
0,67,0.572222222,0.7,7.453333333,21.3
0,68,0.7,0.4,7.36,22.25
0,69,0.798148148,1.4,8.033333333,25.95
0,77,1.305555556,1.4,8.276666667,28.3
0,77,1.938888889,3.9,8.533333333,28.45
0,84,1.914814815,3.6,7.506666667,30.3
0,86,1.72037037,5.1,4.546666667,30.35
0,90,1.596296296,5.7,3.89,29.65
0,88,1.583333333,5.8,4.363333333,29.7
0,86,1.107407407,5.1,4.906666667,30.25
0,82,0.661111111,3.1,6.9,29.3
0,70,0.492592593,0.2,7.656666667,25.2
0,69,0.572222222,0,7.453333333,21.4
0,72,0.7,0,7.36,22.45
0,70,0.798148148,1.5,8.033333333,24.25
0,63,1.305555556,2,8.276666667,28
0,70,1.938888889,1.8,8.533333333,30.55
0,76,1.914814815,3.8,7.506666667,30.6
0,86,1.72037037,5.5,4.546666667,30.75
0,86,1.596296296,6,3.89,29.05
0,87,1.583333333,6.3,4.363333333,29.5
0,83,1.107407407,4.1,4.906666667,30
0,79,0.661111111,2.8,6.9,29.4
0,77,0.492592593,2.3,7.656666667,25.45
0,77,0.572222222,0.6,7.453333333,22.6
0,72,0.7,0.4,7.36,21.1
0,67,0.798148148,0.4,8.033333333,24.75
0,69,1.305555556,3.1,8.276666667,28.85
0,70,1.938888889,3,8.533333333,31
0,76,1.914814815,3.1,7.506666667,31.7
0,85,1.72037037,5.8,4.546666667,31.2
1,86,1.596296296,5.7,3.89,29.8
0,86,1.583333333,5.6,4.363333333,30.05
0,83,1.107407407,4.1,4.906666667,30.7
0,84,0.661111111,3.5,6.9,30.6
0,78,0.492592593,1.9,7.656666667,25.4
0,76,0.572222222,1.1,7.453333333,23
0,76,0.7,0.9,7.36,22.3
0,71,0.798148148,1.8,8.033333333,26.4
0,71,1.305555556,2,8.276666667,27.05
0,75,1.938888889,3.6,8.533333333,30.4
0,78,1.914814815,3.5,7.506666667,30.1
0,86,1.72037037,5.8,4.546666667,31.1
1,88,1.596296296,6.5,3.89,29.85
0,86,1.583333333,5.3,4.363333333,29.95
0,86,1.107407407,6,4.906666667,30.15
0,84,0.661111111,4,6.9,29.05
0,80,0.492592593,2.4,7.656666667,26.55
0,77,0.572222222,0.5,7.453333333,21.65
0,74,0.7,1.4,7.36,20.8
0,73,0.798148148,1.5,8.033333333,26.05
0,80,1.305555556,2.7,8.276666667,29.85
0,76,1.938888889,3.3,8.533333333,31.05
0,80,1.914814815,3.9,7.506666667,31.2
1,86,1.72037037,6.5,4.546666667,30.55
1,89,1.596296296,6.3,3.89,30.1
0,88,1.583333333,6,4.363333333,30.35
0,87,1.107407407,5.8,4.906666667,31.45
0,83,0.661111111,3.8,6.9,27.95
0,77,0.492592593,1.8,7.656666667,25.65
0,77,0.572222222,0.6,7.453333333,23.35
0,73,0.7,0.7,7.36,20.5
0,71,0.798148148,1.5,8.033333333,26.65
0,68,1.305555556,1.6,8.276666667,29.1
0,76,1.938888889,3.1,8.533333333,31.65
0,81,1.914814815,4.6,7.506666667,32.1
1,89,1.72037037,6.2,4.546666667,31.05
0,87,1.596296296,6.2,3.89,30.75
0,87,1.583333333,7.3,4.363333333,30.95
0,87,1.107407407,6.4,4.906666667,30.6
0,82,0.661111111,4.4,6.9,29.75
0,75,0.492592593,0.8,7.656666667,24.1
0,76,0.572222222,1.7,7.453333333,22.9
0,71,0.7,0.3,7.36,21.3
0,63,0.798148148,0.8,8.033333333,25.4
0,74,1.305555556,3.3,8.276666667,29.1
0,70,1.938888889,3,8.533333333,30.6
0,75,1.914814815,4.4,7.506666667,31.65
0,86,1.72037037,7,4.546666667,30.7
1,89,1.596296296,7.6,3.89,29.55
0,90,1.583333333,7.2,4.363333333,29.8
0,87,1.107407407,6.3,4.906666667,30.65
0,86,0.661111111,5.2,6.9,30.3
0,81,0.492592593,2.4,7.656666667,25.85
0,77,0.572222222,0.3,7.453333333,21.55
0,74,0.7,1,7.36,20.05
0,71,0.798148148,1.4,8.033333333,23.6
0,70,1.305555556,2,8.276666667,27.6
0,74,1.938888889,3,8.533333333,29.65
0,78,1.914814815,3.8,7.506666667,30.1
0,85,1.72037037,5.4,4.546666667,30.3
1,88,1.596296296,5.8,3.89,29.1
0,87,1.583333333,5.7,4.363333333,29.2
0,86,1.107407407,5.1,4.906666667,29.4
0,82,0.661111111,3.2,6.9,28.4
0,77,0.492592593,1.7,7.656666667,25.25
0,75,0.572222222,0.9,7.453333333,21.15
0,79,0.7,1,7.36,22.75
0,75,0.798148148,1.9,8.033333333,24.4
0,63,1.305555556,2.1,8.276666667,28.75
0,69,1.938888889,1.8,8.533333333,31.15
0,78,1.914814815,3.4,7.506666667,32.3
0,86,1.72037037,5.1,4.546666667,32.15
1,90,1.596296296,6.8,3.89,30.65
0,86,1.583333333,6.2,4.363333333,30.65
0,86,1.107407407,5.3,4.906666667,30.9
0,82,0.661111111,2.3,6.9,29.65
0,75,0.492592593,0.1,7.656666667,25.2
0,76,0.572222222,0.2,7.453333333,22.95
0,76,0.7,1,7.36,24.05
0,74,0.798148148,1.9,8.033333333,24.9
0,68,1.305555556,1.3,8.276666667,29.1
0,73,1.938888889,3,8.533333333,31.15
0,78,1.914814815,3.8,7.506666667,31.45
0,84,1.72037037,5,4.546666667,31.6
0,91,1.596296296,6.1,3.89,30.9
0,88,1.583333333,6,4.363333333,30
0,87,1.107407407,5.9,4.906666667,30.5
0,82,0.661111111,3,6.9,29.45
0,78,0.492592593,1.1,7.656666667,25.9
0,77,0.572222222,0.3,7.453333333,22.85
0,76,0.7,0.7,7.36,22.35
0,68,0.798148148,0.8,8.033333333,24.3
0,75,1.305555556,2,8.276666667,28.9
0,80,1.938888889,2.3,8.533333333,31.4
0,81,1.914814815,4,7.506666667,31.4
0,85,1.72037037,5.2,4.546666667,30.65
1,90,1.596296296,6.7,3.89,29.8
1,88,1.583333333,6.4,4.363333333,29.35
1,90,1.107407407,6,4.906666667,29.5
1,87,0.661111111,3.9,6.9,28.75
0,74,0.492592593,0.3,7.656666667,24.95
0,76,0.572222222,0.4,7.453333333,23.05
0,67,0.1,0.7,7.36,20.75
0,65,0.2,0.1,8.033333333,25.7
0,68,0.3,1.9,8.276666667,27.55
0,65,1.4,0.6,8.533333333,31.35
0,77,2.7,3.6,7.506666667,31.9
0,87,1.4,5.1,4.546666667,31.05
1,91,1.4,5.9,3.89,29.25
0,90,0.6,5.7,4.363333333,30.15
0,89,0.3,5.2,4.906666667,29.8
0,81,0.3,2.5,6.9,29
0,76,0,1,7.656666667,24.25
0,81,0.4,0.6,7.453333333,22.25
0,81,0.1,1.2,7.36,22
0,75,0.2,2.3,8.033333333,24.05
0,83,1,2.6,8.276666667,29.35
0,77,0.5,1.8,8.533333333,31.35
0,86,1.6,3.2,7.506666667,31.5
1,89,0.5,5.6,4.546666667,30.9
0,88,0.7,5.5,3.89,29.9
1,89,0.2,5.2,4.363333333,29.8
0,87,0.5,5.1,4.906666667,29.85
0,80,0.4,1.4,6.9,23.6
0,74,0,0.8,7.656666667,24.55
0,80,0.3,0.2,7.453333333,20.2
0,73,0,0.4,7.36,20.45
0,73,0.1,1.5,8.033333333,23.55
0,60,0.3,1.3,8.276666667,29
0,78,1.2,3.3,8.533333333,30.85
0,85,1.4,4,7.506666667,30.8
0,92,0.5,5.9,4.546666667,30.15
1,89,1.6,5.8,3.89,29
0,90,0.9,5.5,4.363333333,29.6
0,87,0.6,5.2,4.906666667,30.25
0,81,0.1,3.5,6.9,28.95
0,75,0,0,7.656666667,25.1
0,73,0,0.7,7.453333333,22.15
0,74,0.1,0.4,7.36,20.45
0,71,0.2,0.9,8.033333333,25.4
0,70,1.3,2,8.276666667,27.55
0,74,0.9,4.2,8.533333333,30.25
0,78,1.2,4.8,7.506666667,30.35
1,85,1.2,6.1,4.546666667,31.1
0,88,1.7,6.3,3.89,30.15
0,87,1.7,5.8,4.363333333,30.9
0,86,1.4,5.2,4.906666667,30.6
0,82,0.6,3.8,6.9,29.5
0,77,0.1,1.2,7.656666667,25.75
0,75,0.2,0.9,7.453333333,22.9
0,69,0.1,1.3,7.36,24.95
0,71,0.4,2.6,8.033333333,26.45
0,69,1,2.3,8.276666667,30.4
0,78,2.1,4.5,8.533333333,30.85
0,74,1.4,3.8,7.506666667,31.8
0,85,2,5.2,4.546666667,31.95
1,89,1.3,6.1,3.89,31.35
0,88,1.4,5.4,4.363333333,30.6
0,87,0.8,4.9,4.906666667,31.05
0,86,1.1,5.2,6.9,29.75
0,75,0.9,2.1,7.656666667,26.05
0,72,0.3,1,7.453333333,23.6
0,68,0.3,1.6,7.36,22.75
0,66,0.5,1.6,8.033333333,24.4
0,63,1.3,2,8.276666667,28.1
0,68,2.2,2.7,8.533333333,30.7
0,72,3.3,3.7,7.506666667,31.6
1,84,2.2,5.5,4.546666667,31.75
0,89,2.2,5.7,3.89,29.45
1,92,1.5,6.3,4.363333333,29.65
0,88,1,5.7,4.906666667,30
0,78,0.7,3.4,6.9,29.3
0,75,0.5,1.1,7.656666667,26.25
0,69,1,2.7,7.453333333,22.4
0,74,0.7,2.8,7.36,24.6
0,71,0.7,0.8,8.033333333,25.95
0,70,1.4,2.9,8.276666667,28.95
0,74,3.9,1.9,8.533333333,30.95
0,78,3.6,1.6,7.506666667,32.25
1,85,3,5,4.546666667,31.3
0,88,2.3,4.5,3.89,30.4
0,87,2,4.7,4.363333333,31.4
0,86,1.1,5.1,4.906666667,29.4
0,82,0.7,3.2,6.9,28.4
0,77,0.5,1.7,7.656666667,25.25
0,75,0.6,0.9,7.453333333,21.15
0,74,0.7,1,7.36,20.05
0,71,0.8,1.4,8.033333333,23.55
0,70,1.3,2,8.276666667,27.6
0,74,2,3,8.533333333,29.65
0,78,2,3.8,7.506666667,30.1
0,85,1.8,5.4,4.546666667,30.3
1,88,1.6,5.8,3.89,29.1
0,87,1.6,5.7,4.363333333,29.2
0,86,1.1,5.1,4.906666667,29.4
0,82,0.7,3.2,6.9,28.4
0,77,0.5,1.7,7.656666667,25.25
0,75,0.6,0.9,7.453333333,21.15
0,67,0.1,1,7.36,21.6
0,72,0.1,1.4,8.033333333,24.2
0,60,1.1,2,8.276666667,29.15
0,73,1.5,3,8.533333333,30.9
0,64,0.8,3.8,7.506666667,31.85
0,89,0.7,5.4,4.546666667,30.3
1,91,0.6,5.8,3.89,30.5
1,90,0.3,5.7,4.363333333,31.45
0,88,0.1,5.1,4.906666667,31.55
0,87,0.5,3.2,6.9,29.9
0,80,0.2,1.7,7.656666667,26.5
0,76,0.4,0.9,7.453333333,23.15
0,69,0.3,0.2,7.36,21.8
0,81,0.1,0.7,8.033333333,26.65
0,71,0.5,0.7,8.276666667,30.25
0,69,0.8,1.2,8.533333333,31
0,69,1,1.7,7.506666667,31.85
0,88,1,4.4,4.546666667,31.85
0,94,0.3,4.5,3.89,30.5
1,92,0.6,5,4.363333333,30.7
